date,sku,total_units,total_revenue,is_promo_active,category,base_price,units_lag_7,units_rolling_7d_avg,price_per_unit,month,day_of_week
2023-05-13,ACC-001,4,69.77,0,accessories,20.65,2.0,3.857142857142857,17.4425,5,Saturday
2023-05-16,ACC-001,3,53.37,0,accessories,20.65,1.0,4.142857142857143,17.79,5,Tuesday
2023-05-26,ACC-001,2,39.22,0,accessories,20.65,9.0,4.428571428571429,19.61,5,Friday
2023-05-29,ACC-001,4,78.92,0,accessories,20.65,3.0,3.4285714285714284,19.73,5,Monday
2023-05-31,ACC-001,4,79.39,0,accessories,20.65,1.0,3.5714285714285716,19.8475,5,Wednesday
2023-06-05,ACC-001,1,20.73,0,accessories,20.65,3.0,4.0,20.73,6,Monday
2023-06-09,ACC-001,2,41.76,0,accessories,20.65,8.0,3.7142857142857144,20.88,6,Friday
2023-06-11,ACC-001,2,42.32,0,accessories,20.65,4.0,2.857142857142857,21.16,6,Sunday
2023-06-12,ACC-001,5,95.81,0,accessories,20.65,3.0,2.5714285714285716,19.162,6,Monday
2023-06-13,ACC-001,5,102.47,0,accessories,20.65,2.0,2.857142857142857,20.494,6,Tuesday
2023-06-14,ACC-001,3,58.26,0,accessories,20.65,4.0,3.2857142857142856,19.419999999999998,6,Wednesday
2023-06-18,ACC-001,2,42.62,0,accessories,20.65,4.0,3.142857142857143,21.31,6,Sunday
2023-06-24,ACC-001,3,61.24,0,accessories,20.65,1.0,2.857142857142857,20.413333333333334,6,Saturday
2023-06-25,ACC-001,6,126.03,0,accessories,20.65,2.0,3.142857142857143,21.005,6,Sunday
2023-06-27,ACC-001,1,20.44,0,accessories,20.65,2.0,3.7142857142857144,20.44,6,Tuesday
2023-07-02,ACC-001,2,39.88,0,accessories,20.65,5.0,3.5714285714285716,19.94,7,Sunday
2023-07-04,ACC-001,4,64.62,0,accessories,20.65,5.0,3.142857142857143,16.155,7,Tuesday
2023-07-07,ACC-001,3,55.26,0,accessories,20.65,3.0,3.0,18.419999999999998,7,Friday
2023-07-11,ACC-001,3,51.160000000000004,0,accessories,20.65,2.0,3.0,17.053333333333335,7,Tuesday
2023-07-12,ACC-001,2,35.38,0,accessories,20.65,3.0,3.142857142857143,17.69,7,Wednesday
2023-07-14,ACC-001,2,29.7,0,accessories,20.65,6.0,3.0,14.85,7,Friday
2023-07-17,ACC-001,2,29.36,0,accessories,20.65,1.0,2.4285714285714284,14.68,7,Monday
2023-07-20,ACC-001,3,54.239999999999995,0,accessories,20.65,2.0,2.5714285714285716,18.08,7,Thursday
2023-07-21,ACC-001,2,38.59,0,accessories,20.65,4.0,2.7142857142857144,19.295,7,Friday
2023-07-22,ACC-001,3,59.64,0,accessories,20.65,3.0,2.4285714285714284,19.88,7,Saturday
2023-07-24,ACC-001,6,121.03,0,accessories,20.65,3.0,2.4285714285714284,20.171666666666667,7,Monday
2023-07-26,ACC-001,2,41.34,0,accessories,20.65,2.0,2.857142857142857,20.67,7,Wednesday
2023-07-30,ACC-001,4,83.75999999999999,0,accessories,20.65,2.0,2.857142857142857,20.939999999999998,7,Sunday
2023-08-01,ACC-001,2,39.26,0,accessories,20.65,2.0,3.142857142857143,19.63,8,Tuesday
2023-08-02,ACC-001,4,79.52,0,accessories,20.65,3.0,3.142857142857143,19.88,8,Wednesday
2023-08-03,ACC-001,4,84.01,0,accessories,20.65,2.0,3.2857142857142856,21.0025,8,Thursday
2023-08-04,ACC-001,3,61.35,0,accessories,20.65,3.0,3.5714285714285716,20.45,8,Friday
2023-08-07,ACC-001,4,82.2,0,accessories,20.65,6.0,3.5714285714285716,20.55,8,Monday
2023-08-08,ACC-001,5,107.27,0,accessories,20.65,2.0,3.2857142857142856,21.454,8,Tuesday
2023-08-11,ACC-001,7,141.7,0,accessories,20.65,4.0,3.7142857142857144,20.24285714285714,8,Friday
2023-08-13,ACC-001,3,66.39,0,accessories,20.65,2.0,4.142857142857143,22.13,8,Sunday
2023-08-15,ACC-001,2,38.56,0,accessories,20.65,4.0,4.285714285714286,19.28,8,Tuesday
2023-08-18,ACC-001,8,156.78,0,accessories,20.65,4.0,4.0,19.5975,8,Friday
2023-08-19,ACC-001,3,56.46,0,accessories,20.65,3.0,4.571428571428571,18.82,8,Saturday
2023-08-20,ACC-001,8,118.55,0,accessories,20.65,4.0,4.571428571428571,14.81875,8,Sunday
2023-08-21,ACC-001,3,45.849999999999994,0,accessories,20.65,5.0,5.142857142857143,15.283333333333331,8,Monday
2023-08-23,ACC-001,10,157.18,0,accessories,20.65,7.0,4.857142857142857,15.718,8,Wednesday
2023-08-24,ACC-001,6,98.9,0,accessories,20.65,3.0,5.285714285714286,16.483333333333334,8,Thursday
2023-08-25,ACC-001,6,96.72,1,accessories,20.65,2.0,5.714285714285714,16.12,8,Friday
2023-08-26,ACC-001,8,130.76999999999998,0,accessories,20.65,8.0,6.285714285714286,16.346249999999998,8,Saturday
2023-08-27,ACC-001,5,83.9,0,accessories,20.65,3.0,6.285714285714286,16.78,8,Sunday
2023-08-29,ACC-001,3,55.42999999999999,0,accessories,20.65,8.0,6.571428571428571,18.476666666666663,8,Tuesday
2023-08-30,ACC-001,7,126.21000000000001,0,accessories,20.65,3.0,5.857142857142857,18.03,8,Wednesday
2023-09-01,ACC-001,6,115.67999999999999,0,accessories,20.65,10.0,6.428571428571429,19.279999999999998,9,Friday
2023-09-03,ACC-001,2,40.12,0,accessories,20.65,6.0,5.857142857142857,20.06,9,Sunday
2023-09-06,ACC-001,2,40.16,0,accessories,20.65,6.0,5.285714285714286,20.08,9,Wednesday
2023-09-07,ACC-001,3,62.16,0,accessories,20.65,8.0,4.714285714285714,20.72,9,Thursday
2023-09-08,ACC-001,12,241.42000000000002,0,accessories,20.65,5.0,4.0,20.118333333333336,9,Friday
2023-09-09,ACC-001,7,137.46,0,accessories,20.65,3.0,5.0,19.63714285714286,9,Saturday
2023-09-11,ACC-001,5,99.68,0,accessories,20.65,7.0,5.571428571428571,19.936,9,Monday
2023-09-13,ACC-001,8,166.17000000000002,0,accessories,20.65,6.0,5.285714285714286,20.771250000000002,9,Wednesday
2023-09-15,ACC-001,2,38.92,0,accessories,20.65,2.0,5.571428571428571,19.46,9,Friday
2023-09-16,ACC-001,1,20.4,0,accessories,20.65,2.0,5.571428571428571,20.4,9,Saturday
2023-09-18,ACC-001,4,81.38,0,accessories,20.65,3.0,5.428571428571429,20.345,9,Monday
2023-09-20,ACC-001,1,20.81,0,accessories,20.65,12.0,5.571428571428571,20.81,9,Wednesday
2023-09-23,ACC-001,8,165.31,0,accessories,20.65,7.0,4.0,20.66375,9,Saturday
2023-09-24,ACC-001,2,40.88,0,accessories,20.65,5.0,4.142857142857143,20.44,9,Sunday
2023-09-26,ACC-001,2,42.9,0,accessories,20.65,8.0,3.7142857142857144,21.45,9,Tuesday
2023-09-27,ACC-001,1,21.18,0,accessories,20.65,2.0,2.857142857142857,21.18,9,Wednesday
2023-09-29,ACC-001,3,60.78,0,accessories,20.65,1.0,2.7142857142857144,20.26,9,Friday
2023-09-30,ACC-001,4,82.5,0,accessories,20.65,4.0,3.0,20.625,9,Saturday
2023-10-01,ACC-001,2,42.04,0,accessories,20.65,1.0,3.0,21.02,10,Sunday
2023-10-02,ACC-001,2,42.84,0,accessories,20.65,8.0,3.142857142857143,21.42,10,Monday
2023-10-04,ACC-001,1,20.82,0,accessories,20.65,2.0,2.2857142857142856,20.82,10,Wednesday
2023-10-05,ACC-001,4,85.72,0,accessories,20.65,2.0,2.142857142857143,21.43,10,Thursday
2023-10-06,ACC-001,4,82.84,0,accessories,20.65,1.0,2.4285714285714284,20.71,10,Friday
2023-10-09,ACC-001,3,62.94,0,accessories,20.65,3.0,2.857142857142857,20.98,10,Monday
2023-10-11,ACC-001,3,61.29,0,accessories,20.65,4.0,2.857142857142857,20.43,10,Wednesday
2023-10-12,ACC-001,2,40.58,0,accessories,20.65,2.0,2.7142857142857144,20.29,10,Thursday
2023-10-14,ACC-001,5,101.05,0,accessories,20.65,2.0,2.7142857142857144,20.21,10,Saturday
2023-10-15,ACC-001,5,101.75,0,accessories,20.65,1.0,3.142857142857143,20.35,10,Sunday
2023-10-16,ACC-001,4,81.1,0,accessories,20.65,4.0,3.7142857142857144,20.275,10,Monday
2023-10-20,ACC-001,3,59.64,0,accessories,20.65,4.0,3.7142857142857144,19.88,10,Friday
2023-10-21,ACC-001,4,83.41999999999999,0,accessories,20.65,3.0,3.5714285714285716,20.854999999999997,10,Saturday
2023-10-22,ACC-001,3,63.2,0,accessories,20.65,3.0,3.7142857142857144,21.066666666666666,10,Sunday
2023-10-24,ACC-001,4,80.76,0,accessories,20.65,2.0,3.7142857142857144,20.19,10,Tuesday
2023-10-25,ACC-001,3,60.92,0,accessories,20.65,5.0,4.0,20.30666666666667,10,Wednesday
2023-10-28,ACC-001,1,18.89,0,accessories,20.65,5.0,3.7142857142857144,18.89,10,Saturday
2023-10-30,ACC-001,2,38.84,0,accessories,20.65,4.0,3.142857142857143,19.42,10,Monday
2023-10-31,ACC-001,9,175.79000000000002,1,accessories,20.65,3.0,2.857142857142857,19.532222222222224,10,Tuesday
2023-11-03,ACC-001,4,82.08000000000001,0,accessories,20.65,4.0,3.7142857142857144,20.520000000000003,11,Friday
2023-11-04,ACC-001,8,158.46,0,accessories,20.65,3.0,3.7142857142857144,19.8075,11,Saturday
2023-11-07,ACC-001,5,86.42,0,accessories,20.65,4.0,4.428571428571429,17.284,11,Tuesday
2023-11-08,ACC-001,4,70.11,0,accessories,20.65,3.0,4.571428571428571,17.5275,11,Wednesday
2023-11-10,ACC-001,3,56.459999999999994,0,accessories,20.65,1.0,4.714285714285714,18.819999999999997,11,Friday
2023-11-11,ACC-001,12,247.01999999999998,0,accessories,20.65,2.0,5.0,20.584999999999997,11,Saturday
2023-11-12,ACC-001,6,119.9,0,accessories,20.65,9.0,6.428571428571429,19.983333333333334,11,Sunday
2023-11-13,ACC-001,3,46.61,0,accessories,20.65,4.0,6.0,15.536666666666667,11,Monday
2023-11-14,ACC-001,3,52.47,0,accessories,20.65,8.0,5.857142857142857,17.49,11,Tuesday
2023-11-17,ACC-001,2,41.54,0,accessories,20.65,5.0,5.142857142857143,20.77,11,Friday
2023-11-18,ACC-001,7,145.49,0,accessories,20.65,4.0,4.714285714285714,20.784285714285716,11,Saturday
2023-11-19,ACC-001,1,20.91,0,accessories,20.65,3.0,5.142857142857143,20.91,11,Sunday
2023-11-20,ACC-001,3,64.2,0,accessories,20.65,12.0,4.857142857142857,21.400000000000002,11,Monday
2023-11-21,ACC-001,3,58.98,0,accessories,20.65,6.0,3.5714285714285716,19.66,11,Tuesday
2023-11-22,ACC-001,11,204.31,0,accessories,20.65,3.0,3.142857142857143,18.573636363636364,11,Wednesday
2023-11-23,ACC-001,13,193.49,0,accessories,20.65,3.0,4.285714285714286,14.883846153846154,11,Thursday
2023-11-24,ACC-001,13,160.89999999999998,1,accessories,20.65,2.0,5.714285714285714,12.376923076923076,11,Friday
2023-11-25,ACC-001,23,319.15,0,accessories,20.65,7.0,7.285714285714286,13.876086956521737,11,Saturday
2023-11-26,ACC-001,18,259.31,0,accessories,20.65,1.0,9.571428571428571,14.40611111111111,11,Sunday
2023-11-27,ACC-001,12,159.47,1,accessories,20.65,3.0,12.0,13.289166666666667,11,Monday
2023-11-28,ACC-001,9,153.48000000000002,0,accessories,20.65,3.0,13.285714285714286,17.053333333333335,11,Tuesday
2023-11-30,ACC-001,2,42.22,0,accessories,20.65,11.0,14.142857142857142,21.11,11,Thursday
2023-12-02,ACC-001,2,40.8,0,accessories,20.65,13.0,12.857142857142858,20.4,12,Saturday
2023-12-03,ACC-001,5,104.42,0,accessories,20.65,13.0,11.285714285714286,20.884,12,Sunday
2023-12-04,ACC-001,1,20.38,0,accessories,20.65,23.0,10.142857142857142,20.38,12,Monday
2023-12-05,ACC-001,5,102.19,0,accessories,20.65,18.0,7.0,20.438,12,Tuesday
2023-12-06,ACC-001,4,79.99000000000001,0,accessories,20.65,12.0,5.142857142857143,19.997500000000002,12,Wednesday
2023-12-08,ACC-001,6,116.06,0,accessories,20.65,9.0,4.0,19.343333333333334,12,Friday
2023-12-09,ACC-001,7,133.48000000000002,0,accessories,20.65,2.0,3.5714285714285716,19.06857142857143,12,Saturday
2023-12-10,ACC-001,10,192.38,0,accessories,20.65,2.0,4.285714285714286,19.238,12,Sunday
2023-12-11,ACC-001,3,55.23,0,accessories,20.65,5.0,5.428571428571429,18.41,12,Monday
2023-12-12,ACC-001,1,18.59,0,accessories,20.65,1.0,5.142857142857143,18.59,12,Tuesday
2023-12-13,ACC-001,2,34.2,0,accessories,20.65,5.0,5.142857142857143,17.1,12,Wednesday
2023-12-15,ACC-001,3,55.05,1,accessories,20.65,4.0,4.714285714285714,18.349999999999998,12,Friday
2023-12-16,ACC-001,6,107.99,0,accessories,20.65,6.0,4.571428571428571,17.99833333333333,12,Saturday
2023-12-17,ACC-001,4,72.04,0,accessories,20.65,7.0,4.571428571428571,18.01,12,Sunday
2023-12-18,ACC-001,6,110.22,0,accessories,20.65,10.0,4.142857142857143,18.37,12,Monday
2023-12-19,ACC-001,14,260.15999999999997,0,accessories,20.65,3.0,3.5714285714285716,18.58285714285714,12,Tuesday
2023-12-20,ACC-001,2,36.74,0,accessories,20.65,1.0,5.142857142857143,18.37,12,Wednesday
2023-12-21,ACC-001,6,113.93,0,accessories,20.65,2.0,5.285714285714286,18.988333333333333,12,Thursday
2023-12-22,ACC-001,12,218.07,0,accessories,20.65,3.0,5.857142857142857,18.1725,12,Friday
2023-12-23,ACC-001,9,116.16999999999999,0,accessories,20.65,6.0,7.142857142857143,12.907777777777776,12,Saturday
2023-12-24,ACC-001,7,83.77,0,accessories,20.65,4.0,7.571428571428571,11.967142857142857,12,Sunday
2023-12-25,ACC-001,5,56.42999999999999,1,accessories,20.65,6.0,8.0,11.285999999999998,12,Monday
2023-12-26,ACC-001,9,98.67,1,accessories,20.65,14.0,7.857142857142857,10.963333333333333,12,Tuesday
2023-12-27,ACC-001,6,70.98,0,accessories,20.65,2.0,7.142857142857143,11.83,12,Wednesday
2023-12-28,ACC-001,2,28.39,0,accessories,20.65,6.0,7.714285714285714,14.195,12,Thursday
2023-12-29,ACC-001,9,141.10000000000002,0,accessories,20.65,12.0,7.142857142857143,15.67777777777778,12,Friday
2023-12-30,ACC-001,1,15.71,0,accessories,20.65,9.0,6.714285714285714,15.71,12,Saturday
2023-12-31,ACC-001,14,234.73000000000002,0,accessories,20.65,7.0,5.571428571428571,16.766428571428573,12,Sunday
2024-01-01,ACC-001,7,113.78999999999999,0,accessories,20.65,5.0,6.571428571428571,16.255714285714284,1,Monday
2024-01-02,ACC-001,7,77.71,0,accessories,20.65,9.0,6.857142857142857,11.10142857142857,1,Tuesday
2024-01-03,ACC-001,11,131.92000000000002,1,accessories,20.65,6.0,6.571428571428571,11.992727272727274,1,Wednesday
2024-01-04,ACC-001,11,139.57,0,accessories,20.65,2.0,7.285714285714286,12.688181818181818,1,Thursday
2024-01-05,ACC-001,13,188.28,0,accessories,20.65,9.0,8.571428571428571,14.483076923076924,1,Friday
2024-01-06,ACC-001,4,61.7,0,accessories,20.65,1.0,9.142857142857142,15.425,1,Saturday
2024-01-08,ACC-001,3,51.66,0,accessories,20.65,14.0,9.571428571428571,17.22,1,Monday
2024-01-10,ACC-001,9,176.57999999999998,0,accessories,20.65,7.0,8.0,19.619999999999997,1,Wednesday
2024-01-11,ACC-001,5,99.4,0,accessories,20.65,7.0,8.285714285714286,19.880000000000003,1,Thursday
2024-01-12,ACC-001,11,224.04,0,accessories,20.65,11.0,8.0,20.367272727272727,1,Friday
2024-01-13,ACC-001,7,140.69,0,accessories,20.65,11.0,8.0,20.09857142857143,1,Saturday
2024-01-16,ACC-001,2,40.8,0,accessories,20.65,13.0,7.428571428571429,20.4,1,Tuesday
2024-01-17,ACC-001,6,121.47999999999999,0,accessories,20.65,4.0,5.857142857142857,20.246666666666666,1,Wednesday
2024-01-19,ACC-001,4,80.78,0,accessories,20.65,3.0,6.142857142857143,20.195,1,Friday
2024-01-20,ACC-001,4,83.93,0,accessories,20.65,9.0,6.285714285714286,20.9825,1,Saturday
2024-01-23,ACC-001,7,142.86,0,accessories,20.65,5.0,5.571428571428571,20.40857142857143,1,Tuesday
2024-01-26,ACC-001,9,190.81,0,accessories,20.65,11.0,5.857142857142857,21.20111111111111,1,Friday
2024-01-27,ACC-001,10,209.73000000000002,0,accessories,20.65,7.0,5.571428571428571,20.973000000000003,1,Saturday
2024-01-28,ACC-001,9,192.11,0,accessories,20.65,2.0,6.0,21.345555555555556,1,Sunday
2024-01-30,ACC-001,4,83.92,0,accessories,20.65,6.0,7.0,20.98,1,Tuesday
2024-01-31,ACC-001,2,41.26,0,accessories,20.65,4.0,6.714285714285714,20.63,1,Wednesday
2024-02-01,ACC-001,2,32.76,0,accessories,20.65,4.0,6.428571428571429,16.38,2,Thursday
2024-02-02,ACC-001,2,35.16,0,accessories,20.65,7.0,6.142857142857143,17.58,2,Friday
2024-02-05,ACC-001,5,76.65,0,accessories,20.65,9.0,5.428571428571429,15.330000000000002,2,Monday
2024-02-07,ACC-001,1,18.99,0,accessories,20.65,10.0,4.857142857142857,18.99,2,Wednesday
2024-02-09,ACC-001,2,38.54,0,accessories,20.65,9.0,3.5714285714285716,19.27,2,Friday
2024-02-10,ACC-001,7,134.4,0,accessories,20.65,4.0,2.5714285714285716,19.2,2,Saturday
2024-02-11,ACC-001,5,95.97,0,accessories,20.65,2.0,3.0,19.194,2,Sunday
2024-02-13,ACC-001,1,18.19,0,accessories,20.65,2.0,3.4285714285714284,18.19,2,Tuesday
2024-02-14,ACC-001,4,72.97,1,accessories,20.65,2.0,3.2857142857142856,18.2425,2,Wednesday
2024-02-15,ACC-001,2,36.2,0,accessories,20.65,5.0,3.5714285714285716,18.1,2,Thursday
2024-02-16,ACC-001,10,194.4,0,accessories,20.65,1.0,3.142857142857143,19.44,2,Friday
2024-02-17,ACC-001,3,61.14,0,accessories,20.65,2.0,4.428571428571429,20.38,2,Saturday
2024-02-20,ACC-001,1,21.35,0,accessories,20.65,7.0,4.571428571428571,21.35,2,Tuesday
2024-02-23,ACC-001,2,36.26,0,accessories,20.65,5.0,3.7142857142857144,18.13,2,Friday
2024-02-24,ACC-001,2,37.7,0,accessories,20.65,1.0,3.2857142857142856,18.85,2,Saturday
2024-02-27,ACC-001,8,161.25,0,accessories,20.65,4.0,3.4285714285714284,20.15625,2,Tuesday
2024-02-28,ACC-001,4,78.96,0,accessories,20.65,2.0,4.0,19.74,2,Wednesday
2024-02-29,ACC-001,5,105.2,0,accessories,20.65,10.0,4.285714285714286,21.04,2,Thursday
2024-03-01,ACC-001,7,140.73,0,accessories,20.65,3.0,3.5714285714285716,20.104285714285712,3,Friday
2024-03-02,ACC-001,1,20.56,0,accessories,20.65,1.0,4.142857142857143,20.56,3,Saturday
2024-03-03,ACC-001,4,64.9,0,accessories,20.65,2.0,4.142857142857143,16.225,3,Sunday
2024-03-05,ACC-001,4,74.96,0,accessories,20.65,2.0,4.428571428571429,18.74,3,Tuesday
2024-03-06,ACC-001,7,135.33,0,accessories,20.65,8.0,4.714285714285714,19.332857142857144,3,Wednesday
2024-03-07,ACC-001,1,18.51,0,accessories,20.65,4.0,4.571428571428571,18.51,3,Thursday
2024-03-09,ACC-001,2,41.22,0,accessories,20.65,5.0,4.142857142857143,20.61,3,Saturday
2024-03-15,ACC-001,5,103.75999999999999,0,accessories,20.65,7.0,3.7142857142857144,20.752,3,Friday
2024-03-16,ACC-001,5,105.12,0,accessories,20.65,1.0,3.4285714285714284,21.024,3,Saturday
2024-03-19,ACC-001,4,68.6,0,accessories,20.65,4.0,4.0,17.15,3,Tuesday
2024-03-20,ACC-001,5,90.45,0,accessories,20.65,4.0,4.0,18.09,3,Wednesday
2024-03-21,ACC-001,3,55.03,0,accessories,20.65,7.0,4.142857142857143,18.343333333333334,3,Thursday
2024-03-22,ACC-001,1,19.23,0,accessories,20.65,1.0,3.5714285714285716,19.23,3,Friday
2024-03-23,ACC-001,11,218.8,0,accessories,20.65,2.0,3.5714285714285716,19.89090909090909,3,Saturday
2024-03-24,ACC-001,8,161.98,0,accessories,20.65,5.0,4.857142857142857,20.2475,3,Sunday
2024-03-28,ACC-001,2,41.66,0,accessories,20.65,5.0,5.285714285714286,20.83,3,Thursday
2024-03-30,ACC-001,11,238.44,0,accessories,20.65,4.0,4.857142857142857,21.676363636363636,3,Saturday
2024-04-01,ACC-001,3,49.62,0,accessories,20.65,5.0,5.857142857142857,16.54,4,Monday
2024-04-05,ACC-001,3,57.0,0,accessories,20.65,3.0,5.571428571428571,19.0,4,Friday
2024-04-06,ACC-001,9,171.69,0,accessories,20.65,1.0,5.571428571428571,19.076666666666668,4,Saturday
2024-04-07,ACC-001,2,39.52,0,accessories,20.65,11.0,6.714285714285714,19.76,4,Sunday
2024-04-08,ACC-001,1,20.28,0,accessories,20.65,8.0,5.428571428571429,20.28,4,Monday
2024-04-09,ACC-001,4,79.48,0,accessories,20.65,2.0,4.428571428571429,19.87,4,Tuesday
2024-04-11,ACC-001,1,19.23,0,accessories,20.65,11.0,4.714285714285714,19.23,4,Thursday
2024-04-13,ACC-001,4,78.21,0,accessories,20.65,3.0,3.2857142857142856,19.5525,4,Saturday
2024-04-17,ACC-001,1,18.05,0,accessories,20.65,3.0,3.4285714285714284,18.05,4,Wednesday
2024-04-18,ACC-001,1,17.33,0,accessories,20.65,9.0,3.142857142857143,17.33,4,Thursday
2024-04-20,ACC-001,3,50.68,1,accessories,20.65,2.0,2.0,16.893333333333334,4,Saturday
2024-04-21,ACC-001,2,33.94,0,accessories,20.65,1.0,2.142857142857143,16.97,4,Sunday
2024-04-24,ACC-001,1,18.75,0,accessories,20.65,4.0,2.2857142857142856,18.75,4,Wednesday
